sport,country,league,season,match_time,home_team,away_team,scraped_date
football,South America,Copa Libertadores,2020,15.12. 16:30,Palmeiras (Bra),Libertad Asuncion (Par),2020-12-15
football,South America,Copa Libertadores,2020,16.12. 14:15,Santos (Bra),Gremio (Bra),2020-12-15
football,South America,Copa Libertadores,2020,16.12. 16:30,Racing Club (Arg),Boca Juniors (Arg),2020-12-15
football,South America,Copa Libertadores,2020,17.12. 16:30,Nacional (Uru),River Plate (Arg),2020-12-15
football,South America,Copa Libertadores,2020,23.12. 16:30,Boca Juniors (Arg),Racing Club (Arg),2020-12-15
football,South America,Copa América,2020,11.06. 16:00,Argentina,Chile,2020-12-15
football,South America,Copa América,2020,12.06. 12:00,Australia,Uruguay,2020-12-15
football,South America,Copa América,2020,12.06. 15:00,Paraguay,Bolivia,2020-12-15
football,South America,Copa América,2020,12.06. 18:00,Colombia,Ecuador,2020-12-15
football,South America,Copa América,2020,13.06. 15:00,Brazil,Venezuela,2020-12-15
football,South America,Copa América,2020,13.06. 18:00,Peru,Qatar,2020-12-15
football,South America,Copa América,2020,15.06. 12:00,Chile,Bolivia,2020-12-15
football,South America,Copa América,2020,15.06. 15:00,Argentina,Uruguay,2020-12-15
football,South America,Copa América,2020,16.06. 15:00,Paraguay,Australia,2020-12-15
football,South America,Copa América,2020,16.06. 18:00,Colombia,Venezuela,2020-12-15
football,South America,Copa América,2020,17.06. 15:00,Ecuador,Qatar,2020-12-15
football,South America,Copa América,2020,17.06. 18:00,Peru,Brazil,2020-12-15
football,South America,Copa América,2020,18.06. 16:00,Uruguay,Chile,2020-12-15
football,South America,Copa América,2020,19.06. 13:00,Australia,Bolivia,2020-12-15
football,South America,Copa América,2020,19.06. 16:00,Argentina,Paraguay,2020-12-15
football,South America,Copa América,2020,20.06. 15:00,Venezuela,Ecuador,2020-12-15
football,South America,Copa América,2020,20.06. 18:00,Colombia,Peru,2020-12-15
football,South America,Copa América,2020,21.06. 17:00,Brazil,Qatar,2020-12-15
football,South America,Copa América,2020,22.06. 13:00,Bolivia,Uruguay,2020-12-15
football,South America,Copa América,2020,22.06. 16:00,Australia,Argentina,2020-12-15
football,South America,Copa América,2020,23.06. 15:00,Chile,Paraguay,2020-12-15
football,South America,Copa América,2020,23.06. 18:00,Ecuador,Peru,2020-12-15
football,South America,Copa América,2020,24.06. 15:00,Qatar,Venezuela,2020-12-15
football,South America,Copa América,2020,24.06. 18:00,Brazil,Colombia,2020-12-15
football,South America,Copa América,2020,27.06. 16:00,Bolivia,Argentina,2020-12-15
football,South America,Copa América,2020,27.06. 16:00,Chile,Australia,2020-12-15
football,South America,Copa América,2020,27.06. 16:00,Uruguay,Paraguay,2020-12-15
football,South America,Copa América,2020,28.06. 18:00,Ecuador,Brazil,2020-12-15
football,South America,Copa América,2020,28.06. 18:00,Qatar,Colombia,2020-12-15
football,South America,Copa América,2020,28.06. 18:00,Venezuela,Peru,2020-12-15
football,World,Olympic Games Women,2020,19.02. 03:00,South Korea W,China W,2020-12-15
football,World,Olympic Games Women,2020,24.02. 03:00,China W,South Korea W,2020-12-15
football,World,Arab Club Champions Cup,2019/2020,04.01. 09:00,Al-Ittihad FC,Al-Shabab,2020-12-15
football,World,Arab Club Champions Cup,2019/2020,11.01. 11:00,Raja Casablanca,El Ismaily,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Belgium,Wales,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Cyprus,Slovakia,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Estonia,Czech Republic,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Finland,Bosnia & Herzegovina,2020-12-15
football,World,World Cup,2022,24.03. 12:45,France,Ukraine,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Gibraltar,Norway,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Latvia,Montenegro,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Malta,Russia,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Portugal,Azerbaijan,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Serbia,Ireland,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Slovenia,Croatia,2020-12-15
football,World,World Cup,2022,24.03. 12:45,Turkey,Netherlands,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Andorra,Albania,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Bulgaria,Switzerland,2020-12-15
football,World,World Cup,2022,25.03. 12:45,England,San Marino,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Germany,Iceland,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Hungary,Poland,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Israel,Denmark,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Italy,Northern Ireland,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Liechtenstein,Armenia,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Moldova,Faroe Islands,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Romania,North Macedonia,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Scotland,Austria,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Spain,Greece,2020-12-15
football,World,World Cup,2022,25.03. 12:45,Sweden,Georgia,2020-12-15
football,World,World Cup,2022,25.03. 14:00,Argentina,Uruguay,2020-12-15
football,World,World Cup,2022,25.03. 14:00,Bolivia,Peru,2020-12-15
football,World,World Cup,2022,25.03. 14:00,Chile,Paraguay,2020-12-15
football,World,World Cup,2022,25.03. 14:00,Colombia,Brazil,2020-12-15
football,World,World Cup,2022,25.03. 14:00,Venezuela,Ecuador,2020-12-15
football,World,World Cup,2022,27.03. 07:00,Montenegro,Gibraltar,2020-12-15
football,World,World Cup,2022,27.03. 07:00,Russia,Slovenia,2020-12-15
football,World,World Cup,2022,27.03. 10:00,Belarus,Estonia,2020-12-15
football,World,World Cup,2022,27.03. 10:00,Croatia,Cyprus,2020-12-15
football,World,World Cup,2022,27.03. 10:00,Norway,Turkey,2020-12-15
football,World,World Cup,2022,27.03. 12:45,Czech Republic,Belgium,2020-12-15
football,World,World Cup,2022,27.03. 12:45,Ireland,Luxembourg,2020-12-15
football,World,World Cup,2022,27.03. 12:45,Netherlands,Latvia,2020-12-15
football,World,World Cup,2022,27.03. 12:45,Serbia,Portugal,2020-12-15
football,World,World Cup,2022,27.03. 12:45,Slovakia,Malta,2020-12-15
football,World,World Cup,2022,28.03. 06:00,Kazakhstan,France,2020-12-15
football,World,World Cup,2022,28.03. 09:00,Albania,England,2020-12-15
football,World,World Cup,2022,28.03. 09:00,Armenia,Iceland,2020-12-15
football,World,World Cup,2022,28.03. 09:00,Denmark,Moldova,2020-12-15
football,World,World Cup,2022,28.03. 09:00,Georgia,Spain,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Austria,Faroe Islands,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Bulgaria,Italy,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Israel,Scotland,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Kosovo,Sweden,2020-12-15
football,World,World Cup,2022,28.03. 11:45,North Macedonia,Liechtenstein,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Poland,Andorra,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Romania,Germany,2020-12-15
football,World,World Cup,2022,28.03. 11:45,San Marino,Hungary,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Switzerland,Lithuania,2020-12-15
football,World,World Cup,2022,28.03. 11:45,Ukraine,Finland,2020-12-15
football,World,World Cup,2022,30.03. 09:00,Azerbaijan,Serbia,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Belgium,Belarus,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Croatia,Malta,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Cyprus,Slovenia,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Gibraltar,Netherlands,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Luxembourg,Portugal,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Montenegro,Norway,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Slovakia,Russia,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Turkey,Latvia,2020-12-15
football,World,World Cup,2022,30.03. 11:45,Wales,Czech Republic,2020-12-15
football,World,World Cup,2022,30.03. 13:00,Brazil,Argentina,2020-12-15
football,World,World Cup,2022,30.03. 13:00,Ecuador,Chile,2020-12-15
football,World,World Cup,2022,30.03. 13:00,Paraguay,Colombia,2020-12-15
football,World,World Cup,2022,30.03. 13:00,Peru,Venezuela,2020-12-15
football,World,World Cup,2022,30.03. 13:00,Uruguay,Bolivia,2020-12-15
football,World,World Cup,2022,31.03. 09:00,Armenia,Romania,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Andorra,Hungary,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Austria,Denmark,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Bosnia & Herzegovina,France,2020-12-15
football,World,World Cup,2022,31.03. 11:45,England,Poland,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Germany,North Macedonia,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Greece,Georgia,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Liechtenstein,Iceland,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Lithuania,Italy,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Moldova,Israel,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Northern Ireland,Bulgaria,2020-12-15
football,World,World Cup,2022,31.03. 11:45,San Marino,Albania,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Scotland,Faroe Islands,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Spain,Kosovo,2020-12-15
football,World,World Cup,2022,31.03. 11:45,Ukraine,Kazakhstan,2020-12-15
football,World,World Cup,2022,03.06. 13:00,Argentina,Chile,2020-12-15
football,World,World Cup,2022,03.06. 13:00,Bolivia,Venezuela,2020-12-15
football,World,World Cup,2022,03.06. 13:00,Brazil,Ecuador,2020-12-15
football,World,World Cup,2022,03.06. 13:00,Peru,Colombia,2020-12-15
football,Europe,Premier League (Crimea),2020/2021,17.12. 03:00,Gvardeyets,Ocean Kerch,2020-12-15
football,World,World Cup,2022,03.06. 13:00,Uruguay,Paraguay,2020-12-15
football,World,World Cup,2022,08.06. 13:00,Chile,Bolivia,2020-12-15
football,Europe,Premier League (Crimea),2020/2021,17.12. 03:00,Kafa,TSK Simferopol,2020-12-15
football,World,World Cup,2022,08.06. 13:00,Colombia,Argentina,2020-12-15
football,World,World Cup,2022,08.06. 13:00,Ecuador,Peru,2020-12-15
football,World,World Cup,2022,08.06. 13:00,Paraguay,Brazil,2020-12-15
football,Europe,Premier League (Crimea),2020/2021,17.12. 03:00,SKCHF Sevastopol,Kyzyltash,2020-12-15
football,Europe,Premier League (Crimea),2020/2021,17.12. 05:00,Krymteplytsia,Yevpatoriya,2020-12-15
football,Europe,Premier League (Crimea),2020/2021,21.12. 03:00,Yevpatoriya,SKCHF Sevastopol,2020-12-15
football,World,World Cup,2022,08.06. 13:00,Venezuela,Uruguay,2020-12-15
football,World,World Cup,2022,01.09. 07:00,Kazakhstan,Ukraine,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Denmark,Scotland,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Faroe Islands,Israel,2020-12-15
football,World,World Cup,2022,01.09. 11:45,France,Bosnia & Herzegovina,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Latvia,Gibraltar,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Luxembourg,Azerbaijan,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Malta,Cyprus,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Moldova,Austria,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Norway,Netherlands,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Portugal,Ireland,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Russia,Croatia,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Slovenia,Slovakia,2020-12-15
football,World,World Cup,2022,01.09. 11:45,Turkey,Montenegro,2020-12-15
football,World,World Cup,2022,02.09. 09:00,Georgia,Kosovo,2020-12-15
football,Europe,Euro U19 Women,2021,16.02. 05:00,Montenegro U19 W,Hungary U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Andorra,San Marino,2020-12-15
football,Europe,Euro U19 Women,2021,16.02. 05:00,Scotland U19 W,Estonia U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Czech Republic,Belarus,2020-12-15
football,Europe,Euro U17 Women,2021,04.02. 05:00,England U17 W,Moldova U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,17.02. 05:00,England U19 W,Kosovo U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Estonia,Belgium,2020-12-15
football,Europe,Euro U17 Women,2021,04.02. 05:00,Northern Ireland U17 W,Slovenia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,17.02. 05:00,Greece U19 W,Ireland U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Hungary,England,2020-12-15
football,Europe,Euro U17 Women,2021,07.02. 05:00,Bulgaria U17 W,Russia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,17.02. 05:00,Israel U19 W,Slovenia U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Iceland,Romania,2020-12-15
football,Europe,Euro U17 Women,2021,07.02. 05:00,England U17 W,Northern Ireland U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,07.02. 05:00,Netherlands U17 W,Albania U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,17.02. 05:00,Netherlands U19 W,Lithuania U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,17.02. 05:00,Switzerland U19 W,Armenia U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Italy,Bulgaria,2020-12-15
football,Europe,Euro U17 Women,2021,07.02. 05:00,Romania U17 W,Sweden U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,17.02. 05:00,Turkey U19 W,Northern Ireland U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Liechtenstein,Germany,2020-12-15
football,Europe,Euro Women,2021,18.02. 06:00,Azerbaijan W,Spain W,2020-12-15
football,Europe,Euro U17 Women,2021,07.02. 05:00,Slovenia U17 W,Moldova U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Albania U19 W,Russia U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Lithuania,Northern Ireland,2020-12-15
football,Europe,Euro Women,2021,19.02. 08:15,Finland W,Portugal W,2020-12-15
football,Europe,Euro U17 Women,2021,07.02. 05:00,Spain U17 W,Armenia U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,09.02. 05:00,Croatia U17 W,Serbia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Azerbaijan U19 W,Sweden U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,North Macedonia,Armenia,2020-12-15
football,Europe,Euro Women,2021,19.02. 09:00,Cyprus W,Scotland W,2020-12-15
football,Europe,Euro U17 Women,2021,09.02. 05:00,Denmark U17 W,Kazakhstan U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Belgium U19 W,Cyprus U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Poland,Albania,2020-12-15
football,Europe,Euro Women,2021,23.02. 05:00,Azerbaijan W,Moldova W,2020-12-15
football,Europe,Euro U17 Women,2021,09.02. 05:00,Poland U17 W,Montenegro U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Bosnia & Herzegovina U19 W,Poland U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Bulgaria U19 W,Iceland U19 W,2020-12-15
football,World,World Cup,2022,02.09. 11:45,Sweden,Spain,2020-12-15
football,Europe,Euro Women,2021,23.02. 08:00,Estonia W,Slovenia W,2020-12-15
football,Europe,Euro Women,2021,23.02. 09:00,Cyprus W,Finland W,2020-12-15
football,Europe,Euro U17 Women,2021,09.02. 05:00,Slovakia U17 W,Switzerland U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Azerbaijan U17 W,Belgium U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Croatia U19 W,Austria U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Czech Republic U19 W,Latvia U19 W,2020-12-15
football,World,World Cup,2022,02.09. 13:00,Bolivia,Colombia,2020-12-15
football,Europe,Euro Women,2021,23.02. 11:30,Scotland W,Portugal W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Germany U17 W,Malta U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Denmark U19 W,Moldova U19 W,2020-12-15
football,World,World Cup,2022,02.09. 13:00,Chile,Brazil,2020-12-15
football,World,World Cup,2022,02.09. 13:00,Ecuador,Paraguay,2020-12-15
football,Europe,Euro Women,2021,23.02. 12:00,Spain W,Poland W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Moldova U17 W,Northern Ireland U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Finland U19 W,Georgia U19 W,2020-12-15
football,World,World Cup,2022,02.09. 13:00,Peru,Uruguay,2020-12-15
football,World,World Cup,2022,02.09. 13:00,Venezuela,Argentina,2020-12-15
football,Europe,Euro Women,2021,24.02. 11:45,Italy W,Israel W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Netherlands U17 W,Romania U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,France U19 W,North Macedonia U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Germany U19 W,Kazakhstan U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Russia U17 W,Armenia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Italy U19 W,Andorra U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Slovenia U17 W,England U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Norway U19 W,Faroe Islands U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Romania U19 W,Portugal U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Spain U17 W,Bulgaria U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Ukraine U19 W,Serbia U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,10.02. 05:00,Sweden U17 W,Albania U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,12.02. 05:00,Denmark U17 W,Slovakia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,18.02. 05:00,Wales U19 W,Slovakia U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,12.02. 05:00,Poland U17 W,Croatia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,19.02. 05:00,Hungary U19 W,Estonia U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,12.02. 05:00,Serbia U17 W,Montenegro U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,12.02. 05:00,Switzerland U17 W,Kazakhstan U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,19.02. 05:00,Scotland U19 W,Montenegro U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,20.02. 05:00,England U19 W,Greece U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,13.02. 05:00,Albania U17 W,Romania U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,13.02. 05:00,Armenia U17 W,Bulgaria U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,20.02. 05:00,Ireland U19 W,Kosovo U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,20.02. 05:00,Netherlands U19 W,Israel U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,20.02. 05:00,Northern Ireland U19 W,Armenia U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,13.02. 05:00,Belgium U17 W,Malta U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,13.02. 05:00,Germany U17 W,Azerbaijan U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,13.02. 05:00,Russia U17 W,Spain U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,20.02. 05:00,Slovenia U19 W,Lithuania U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,20.02. 05:00,Switzerland U19 W,Turkey U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Austria U19 W,Kazakhstan U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,13.02. 05:00,Sweden U17 W,Netherlands U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Belgium U19 W,Azerbaijan U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Czech Republic U19 W,Romania U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Denmark U19 W,Albania U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,15.02. 05:00,Kazakhstan U17 W,Slovakia U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,15.02. 05:00,Montenegro U17 W,Croatia U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,15.02. 05:00,Serbia U17 W,Poland U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Finland U19 W,Bulgaria U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,15.02. 05:00,Switzerland U17 W,Denmark U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,16.02. 05:00,Belgium U17 W,Germany U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,16.02. 05:00,Malta U17 W,Azerbaijan U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,France U19 W,Wales U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Germany U19 W,Croatia U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,17.02. 05:00,Finland U17 W,Israel U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Iceland U19 W,Georgia U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Italy U19 W,Ukraine U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Norway U19 W,Bosnia & Herzegovina U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,17.02. 05:00,Turkey U17 W,Hungary U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,18.02. 05:00,Bosnia & Herzegovina U17 W,Czech Republic U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Poland U19 W,Faroe Islands U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Portugal U19 W,Latvia U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,18.02. 05:00,Ireland U17 W,North Macedonia U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,18.02. 05:00,Norway U17 W,Georgia U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,18.02. 05:00,Wales U17 W,Portugal U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Russia U19 W,Moldova U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Serbia U19 W,Andorra U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,20.02. 05:00,Finland U17 W,Turkey U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,20.02. 05:00,Hungary U17 W,Israel U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,21.02. 05:00,Czech Republic U17 W,Georgia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Slovakia U19 W,North Macedonia U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,21.02. 05:00,Sweden U19 W,Cyprus U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,22.02. 05:00,Estonia U19 W,Montenegro U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,21.02. 05:00,Ireland U17 W,Wales U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,22.02. 05:00,Hungary U19 W,Scotland U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,23.02. 05:00,Armenia U19 W,Turkey U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,21.02. 05:00,Norway U17 W,Bosnia & Herzegovina U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,21.02. 05:00,Portugal U17 W,North Macedonia U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,23.02. 05:00,Ireland U19 W,England U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,23.02. 05:00,Kosovo U19 W,Greece U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,23.02. 05:00,Hungary U17 W,Finland U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,23.02. 05:00,Israel U17 W,Turkey U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,23.02. 05:00,Lithuania U19 W,Israel U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,23.02. 05:00,Northern Ireland U19 W,Switzerland U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,24.02. 05:00,Czech Republic U17 W,Norway U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,24.02. 05:00,Georgia U17 W,Bosnia & Herzegovina U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,23.02. 05:00,Slovenia U19 W,Netherlands U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Andorra U19 W,Ukraine U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Austria U19 W,Germany U19 W,2020-12-15
football,Europe,Euro U17 Women,2021,24.02. 05:00,North Macedonia U17 W,Wales U17 W,2020-12-15
football,Europe,Euro U17 Women,2021,24.02. 05:00,Portugal U17 W,Ireland U17 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Cyprus U19 W,Azerbaijan U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Faroe Islands U19 W,Bosnia & Herzegovina U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Georgia U19 W,Bulgaria U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Iceland U19 W,Finland U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Kazakhstan U19 W,Croatia U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Latvia U19 W,Romania U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Moldova U19 W,Albania U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,North Macedonia U19 W,Wales U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Poland U19 W,Norway U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Portugal U19 W,Czech Republic U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Russia U19 W,Denmark U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Serbia U19 W,Italy U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Slovakia U19 W,France U19 W,2020-12-15
football,Europe,Euro U19 Women,2021,24.02. 05:00,Sweden U19 W,Belgium U19 W,2020-12-15
football,Europe,UEFA Nations League,2020/2021,24.03. 09:00,Cyprus,Estonia,2020-12-15
football,Europe,UEFA Nations League,2020/2021,24.03. 09:00,Kazakhstan,Moldova,2020-12-15
football,Europe,UEFA Nations League,2020/2021,28.03. 08:00,Estonia,Cyprus,2020-12-15
